,title,platform,score,genre,release_year
11291,Space Chimps,PlayStation (1-4),"(6, 7]",Adventure,2008
11292,Space Chimps,PC,"(6, 7]",Adventure,2008
11293,Madden NFL 09 All-Play,Wii (U),"(8, 9]",Sports,2008
11295,Sonic the Hedgehog (Master System),Wii (U),"(7, 8]",Action,2008
11297,Spectral Force 3,"Xbox (360,One)","(4, 5]",RPG,2008
11298,Women's Volleyball Championship,PlayStation (1-4),"(1, 2]",Sports,2008
11300,Space Chimps,DS/3DS/DSi,"(6, 7]",Adventure,2008
11301,Chase H.Q.,Wii (U),"(4, 5]",Racing,2008
11302,Wingnuts Moto Racer,Mobile,"(6, 7]",Racing,2008
11303,Beijing 2008: The Official Video Game of the Olympic Games,"Xbox (360,One)","(7, 8]",Sports,2008
11304,Roogoo,PC,"(7, 8]",Puzzle,2008
11305,Critter Crunch,Mobile,"(8, 9]",Puzzle,2008
11306,Beijing 2008: The Official Video Game of the Olympic Games,PlayStation (1-4),"(7, 8]",Sports,2008
11307,SimCity Societies Destinations,PC,"(6, 7]",Simulation,2008
11308,Space Chimps,Wii (U),"(6, 7]",Adventure,2008
11309,Grid,DS/3DS/DSi,"(8, 9]",Racing,2008
11310,Pong Toss: Frat Party Games,Wii (U),"(1, 2]",Party,2008
11311,Wild West Guns,Wii (U),"(6, 7]",Shooter,2008
11312,Sid Meier's Civilization Revolution,DS/3DS/DSi,"(8, 9]",Strategy,2008
11313,Nancy Drew: The Mystery of the Clue Bender Society,DS/3DS/DSi,"(3, 4]",Adventure,2008
11314,Frogger,Mobile,"(4, 5]",Action,2008
11315,American Girl: Kit -- Mystery Challenge,DS/3DS/DSi,"(3, 4]",Adventure,2008
11317,PixelJunk Eden,PlayStation (1-4),"(8, 9]",Platformer,2008
11318,The Mummy: Tomb of the Dragon Emperor,PlayStation (1-4),"(2, 3]",Adventure,2008
11319,Art of Murder: FBI Confidential,PC,"(4, 5]",Adventure,2008
11320,American McGee's Grimm: A Boy Learns What Fear Is,PC,"(5, 6]",Action,2008
11321,Ninja Commando,Wii (U),"(5, 6]",Action,2008
11323,Diamond Twister,Mobile,"(7, 8]",Puzzle,2008
11324,Monster Madness: Grave Danger,PlayStation (1-4),"(5, 6]",Action,2008
11325,NASCAR 09,PlayStation (1-4),"(4, 5]",Racing,2008
11326,Madden NFL 09,PSP/Vita,"(6, 7]",Sports,2008
11327,1701 A.D. (Gold Edition),PC,"(8, 9]",Simulation,2008
11328,American McGee's Grimm: Little Red Riding Hood,PC,"(6, 7]",Action,2008
11329,Gley Lancer,Wii (U),"(7, 8]",Shooter,2008
11330,Hannah Montana: Spotlight World Tour,PlayStation (1-4),"(4, 5]",Action,2008
11331,Cocoto Fishing Master,PlayStation (1-4),"(5, 6]",Hunting,2008
11332,Pranksterz: No Rest for the Wicked,PC,"(2, 3]",Puzzle,2008
11333,Texas Hold 'em (2008),Mobile,"(8, 9]",Card,2008
11334,Bionic Commando Rearmed,PC,"(9, 10]",Platformer,2008
11335,Metal Angel,Mobile,"(2, 3]",Shooter,2008
11336,Garfield: Lasagna World Tour,PlayStation (1-4),"(2, 3]",Adventure,2008
11337,Toy Bot Diaries,Mobile,"(7, 8]",Platformer,2008
11339,Madden NFL 09 (20th Anniversary Collector's Edition),"Xbox (360,One)","(9, 10]",Sports,2008
11341,Madden NFL 09,DS/3DS/DSi,"(6, 7]",Sports,2008
11342,Looney Tunes: Cartoon Conductor,DS/3DS/DSi,"(6, 7]",Music,2008
11343,Summer Athletics: The Ultimate Challenge,Wii (U),"(5, 6]",Sports,2008
11344,Bangai-O Spirits,DS/3DS/DSi,"(8, 9]",Shooter,2008
11345,The Mummy: Tomb of the Dragon Emperor,DS/3DS/DSi,"(4, 5]",Adventure,2008
11346,Big Beach Sports,Wii (U),"(2, 3]",Sports,2008
11347,Suzuki Super-Bikes II: Riding Challenge,DS/3DS/DSi,"(4, 5]",Racing,2008
11348,Midnight Pool,Wii (U),"(6, 7]",Sports,2008
11349,Wacky Races: Crash & Dash,Wii (U),"(3, 4]",Racing,2008
11350,CSI: Crime Scene Investigation: Hard Evidence,Wii (U),"(5, 6]",Adventure,2008
11351,Little League World Series Baseball 2008,Wii (U),"(7, 8]",Sports,2008
11352,Pony Luv,DS/3DS/DSi,"(2, 3]",Simulation,2008
11354,Galactic Command -- Echo Squad Episode 1: Rise of the Insurgents,PC,"(5, 6]",Simulation,2008
11355,Mario Super Sluggers,Wii (U),"(7, 8]",Sports,2008
11356,Digimon World Championship,DS/3DS/DSi,"(4, 5]",Fighting,2008
11357,Break In,Wii (U),"(5, 6]",Sports,2008
11358,Madden NFL 09,"Xbox (360,One)","(8, 9]",Sports,2008
11359,Summer Athletics: The Ultimate Challenge,PlayStation (1-4),"(5, 6]",Sports,2008
11360,Madden NFL 09,PlayStation (1-4),"(6, 7]",Sports,2008
11361,Madden NFL 09,PlayStation (1-4),"(8, 9]",Sports,2008
11362,Backyard Baseball '09,Wii (U),"(0, 1]",Sports,2008
11363,Smash Court Tennis 3,"Xbox (360,One)","(4, 5]",Sports,2008
11364,Neo Turf Masters,Wii (U),"(7, 8]",Sports,2008
11366,Cro-Mag Rally,Mobile,"(6, 7]",Racing,2008
11368,Martians vs. Robots,PC,"(3, 4]",Action,2008
11369,Rock Blast,DS/3DS/DSi,"(5, 6]",Action,2008
11370,N+,DS/3DS/DSi,"(8, 9]",Platformer,2008
11371,Legend: Hand of God,PC,"(5, 6]",RPG,2008
11372,Disney's All-Star Cards,Mobile,"(4, 5]",Card,2008
11374,Dracula 3: The Path of the Dragon,PC,"(7, 8]",Adventure,2008
11375,Bubble Bash,Mobile,"(8, 9]",Puzzle,2008
11376,From the Abyss,DS/3DS/DSi,"(7, 8]",RPG,2008
11377,Trism,Mobile,"(5, 6]",Puzzle,2008
11378,Madden NFL 09 (20th Anniversary Collector's Edition),PlayStation (1-4),"(9, 10]",Sports,2008
11379,Space Siege,PC,"(6, 7]",Action,2008
11380,Strong Bad's Cool Game for Attractive People -- Episode 1: Homestar Ruiner,PC,"(8, 9]",Adventure,2008
11381,Strong Bad's Cool Game for Attractive People -- Episode 1: Homestar Ruiner,Wii (U),"(8, 9]",Adventure,2008
11382,B-Boy,PlayStation (1-4),"(3, 4]",Music,2008
11383,Too Human,"Xbox (360,One)","(7, 8]",Action,2008
11384,Mega Man,Wii (U),"(7, 8]",Action,2008
11385,Order Up!,Wii (U),"(7, 8]",Action,2008
11386,Ratchet & Clank Future: Quest for Booty,PlayStation (1-4),"(7, 8]",Action,2008
11387,Pac-Man,Mobile,"(4, 5]",Action,2008
11388,PuzzLoop,Mobile,"(7, 8]",Puzzle,2008
11389,UberSoldier II,PC,"(6, 7]",Shooter,2008
11390,Garfield's Fun Fest,DS/3DS/DSi,"(3, 4]",Platformer,2008
11391,Chimps Ahoy!,Mobile,"(7, 8]",Action,2008
11392,Tales of Vesperia,"Xbox (360,One)","(8, 9]",RPG,2008
11393,American McGee's Grimm: The Fisherman and His Wife,PC,"(6, 7]",Adventure,2008
11394,Ford Racing Off Road,PlayStation (1-4),"(3, 4]",Racing,2008
11395,XIII Century: Death or Glory,PC,"(7, 8]",Strategy,2008
11398,Code of Honor 2: Conspiracy Island,PC,"(2, 3]",Shooter,2008
11399,Galaga Legions,"Xbox (360,One)","(7, 8]",Shooter,2008
11400,Red Bull BC One,DS/3DS/DSi,"(5, 6]",Music,2008
11401,Gin Rummy,"Xbox (360,One)","(6, 7]",Card,2008
11402,The Cheetah Girls: Passport to Stardom,DS/3DS/DSi,"(6, 7]",Action,2008
11403,Spore Creatures,DS/3DS/DSi,"(7, 8]",Simulation,2008
11404,Imagine: Teacher,DS/3DS/DSi,"(7, 8]",Simulation,2008
11405,Jewel Quest III,PC,"(6, 7]",Puzzle,2008
11406,Spore,PC,"(8, 9]",Simulation,2008
11407,Fading Shadows,PSP/Vita,"(4, 5]",Puzzle,2008
11408,Crash Time: Autobahn Pursuit,"Xbox (360,One)","(3, 4]",Racing,2008
11409,Ferrari Challenge Trofeo Pirelli,Wii (U),"(6, 7]",Racing,2008
11411,Strong Bad's Cool Game for Attractive People -- Episode 2: Strongbadia the Free,PC,"(8, 9]",Adventure,2008
11412,Star Wars: The Force Unleashed,"Xbox (360,One)","(7, 8]",Action,2008
11413,Star Wars: The Force Unleashed,Wii (U),"(7, 8]",Action,2008
11414,Pure,PlayStation (1-4),"(8, 9]",Racing,2008
11415,Yakuza 2,PlayStation (1-4),"(8, 9]",Action,2008
11416,Hunting Unlimited 2009,PC,"(6, 7]",Hunting,2008
11417,The Quest Trio,DS/3DS/DSi,"(8, 9]",Puzzle,2008
11418,Shotest Shogi,"Xbox (360,One)","(5, 6]",Board,2008
11420,Asphalt 4 Elite Racing,Mobile,"(8, 9]",Racing,2008
11421,3-D Vector Pong,Mobile,"(5, 6]",Action,2008
11422,Harvest Moon: Island of Happiness,DS/3DS/DSi,"(5, 6]",Simulation,2008
11423,Funky Punch,Mobile,"(6, 7]",Fighting,2008
11424,FaceBreaker,"Xbox (360,One)","(4, 5]",Sports,2008
11425,Ferrari Challenge Trofeo Pirelli,PlayStation (1-4),"(6, 7]",Racing,2008
11426,FaceBreaker,PlayStation (1-4),"(4, 5]",Sports,2008
11428,Super Mario RPG: Legend of the Seven Stars,Wii (U),"(9, 10]",RPG,2008
11430,Mercenaries 2: World in Flames,PlayStation (1-4),"(3, 4]",Shooter,2008
11431,NHL 2K9,PlayStation (1-4),"(7, 8]",Sports,2008
11432,Falling Stars,PlayStation (1-4),"(1, 2]",RPG,2008
11433,Groovin' Blocks,Wii (U),"(7, 8]",Puzzle,2008
11435,Star Wars: The Force Unleashed,PlayStation (1-4),"(7, 8]",Action,2008
11436,Potpourrii,Wii (U),"(4, 5]",Puzzle,2008
11437,Pure,"Xbox (360,One)","(8, 9]",Racing,2008
11438,Zoids Assault,"Xbox (360,One)","(4, 5]",Strategy,2008
11439,Diner Dash,Mobile,"(6, 7]",Strategy,2008
11440,Sinking Island,PC,"(6, 7]",Adventure,2008
11441,Brain Challenge,Mobile,"(7, 8]",Educational,2008
11442,Samurai Shodown II,"Xbox (360,One)","(7, 8]",Fighting,2008
11443,Spy Fox in Dry Cereal,Wii (U),"(5, 6]",Adventure,2008
11444,Romance of The Three Kingdoms XI,PC,"(7, 8]",Strategy,2008
11445,Mercenaries 2: World in Flames,PC,"(7, 8]",Shooter,2008
11446,Wack a Gopher,Mobile,"(4, 5]",Puzzle,2008
11447,Beer Bounce,Mobile,"(5, 6]",Strategy,2008
11448,Warhammer: Battle March,"Xbox (360,One)","(5, 6]",Strategy,2008
11449,Warhammer: Mark of Chaos -- Battle March,PC,"(6, 7]",Strategy,2008
11450,Cybersaurus 3D,Mobile,"(2, 3]",Action,2008
11451,Myth Makers: Trixie in Toyland,Wii (U),"(1, 2]",Action,2008
11452,Ancient Quest of Saqqarah,PC,"(6, 7]",Puzzle,2008
11453,Pirates vs. Ninjas Dodgeball,"Xbox (360,One)","(4, 5]",Sports,2008
11454,Ferrari Challenge Trofeo Pirelli,PlayStation (1-4),"(6, 7]",Racing,2008
11455,Heavenly Guardian,Wii (U),"(3, 4]",Action,2008
11456,Mercenaries 2: World in Flames,PlayStation (1-4),"(7, 8]",Shooter,2008
11457,Mercenaries 2: World in Flames,"Xbox (360,One)","(7, 8]",Shooter,2008
11458,The Golden Horde,PC,"(5, 6]",Strategy,2008
11459,American McGee's Grimm:The Girl Without Hands,PC,"(5, 6]",Adventure,2008
11460,Tiger Woods PGA Tour 09,PSP/Vita,"(5, 6]",Sports,2008
11461,Disgaea 3: Absence of Justice,PlayStation (1-4),"(6, 7]",Strategy,2008
11464,Mystery Case Files: MillionHeir,DS/3DS/DSi,"(7, 8]",Adventure,2008
11465,The Sims 2: Apartment Life,PC,"(7, 8]",Simulation,2008
11466,Spore: Galactic Edition,PC,"(8, 9]",Simulation,2008
11468,NFL Head Coach 09,"Xbox (360,One)","(6, 7]",Sports,2008
11469,Vampire Rain: Altered Species,PlayStation (1-4),"(2, 3]",Action,2008
11470,Rapala Fishing Frenzy 2009,"Xbox (360,One)","(2, 3]",Hunting,2008
11471,Star Wars: The Force Unleashed,PSP/Vita,"(7, 8]",Action,2008
11472,Star Wars: The Force Unleashed,PlayStation (1-4),"(7, 8]",Action,2008
11473,Strong Bad's Cool Game for Attractive People -- Episode 2: Strongbadia the Free,Wii (U),"(8, 9]",Adventure,2008
11474,Rock Band 2,"Xbox (360,One)","(8, 9]",Music,2008
11475,DT Carnage,PlayStation (1-4),"(5, 6]",Racing,2008
11476,FlatOut: Ultimate Carnage,PC,"(7, 8]",Racing,2008
11477,Murder in the Abbey,PC,"(3, 4]",Adventure,2008
11478,The Sims 2: Apartment Life (Limited Edition),PC,"(7, 8]",Simulation,2008
11479,The Game of Life: SpongeBob SquarePants Edition,PC,"(4, 5]",Board,2008
11480,Blue Skies: Air Force Academy,Mobile,"(5, 6]",Action,2008
11482,Ferrari Challenge Trofeo Pirelli,DS/3DS/DSi,"(6, 7]",Racing,2008
11483,Spore: Origins,Mobile,"(8, 9]",Simulation,2008
11484,Cho Aniki,Wii (U),"(7, 8]",Shooter,2008
11485,Tiger Woods PGA Tour 09,PlayStation (1-4),"(8, 9]",Sports,2008
11486,Helix,Wii (U),"(4, 5]",Music,2008
11487,Tiger Woods PGA Tour 09,"Xbox (360,One)","(8, 9]",Sports,2008
11488,American McGee's Grimm: Puss in Boots,PC,"(6, 7]",Adventure,2008
11490,Infinite Undiscovery,"Xbox (360,One)","(7, 8]",RPG,2008
11491,Deadliest Catch: Alaskan Storm,PC,"(6, 7]",Hunting,2008
11492,GTS World Racing,Mobile,"(5, 6]",Racing,2008
11493,Wordmaster,DS/3DS/DSi,"(5, 6]",Puzzle,2008
11494,Shred Nebula,"Xbox (360,One)","(6, 7]",Shooter,2008
11495,King of the Monsters,Wii (U),"(5, 6]",Fighting,2008
11496,Lock's Quest,DS/3DS/DSi,"(8, 9]",Strategy,2008
11497,S.T.A.L.K.E.R.: Clear Sky,PC,"(7, 8]",Shooter,2008
11498,Midnight Play Pack,DS/3DS/DSi,"(5, 6]",Puzzle,2008
11499,NHL 09,"Xbox (360,One)","(8, 9]",Sports,2008
11500,NHL 09,PlayStation (1-4),"(8, 9]",Sports,2008
11501,Line Rider 2: Unbound,DS/3DS/DSi,"(7, 8]",Puzzle,2008
11502,Penumbra: Requiem,PC,"(7, 8]",Action,2008
11503,Crysis Warhead,PC,"(9, 10]",Shooter,2008
11505,Professor Brainium's Games,DS/3DS/DSi,"(4, 5]",Educational,2008
11506,NFL Head Coach 09,PlayStation (1-4),"(6, 7]",Sports,2008
11507,Jewel Quest II,Mobile,"(7, 8]",Puzzle,2008
11508,RocketBowl,"Xbox (360,One)","(4, 5]",Sports,2008
11509,Solarquest,Mobile,"(7, 8]",Shooter,2008
11510,NHL 2K9,"Xbox (360,One)","(7, 8]",Sports,2008
11511,NHL 2K9,Wii (U),"(6, 7]",Sports,2008
11512,Final Soldier,Wii (U),"(6, 7]",Shooter,2008
11514,Smart Girl's Magical Book Club,DS/3DS/DSi,"(7, 8]",Adventure,2008
11515,MLB Power Pros 2008,DS/3DS/DSi,"(6, 7]",Sports,2008
11516,Tiger Woods PGA Tour 09 All-Play,Wii (U),"(8, 9]",Sports,2008
11517,Castle Crashers,"Xbox (360,One)","(8, 9]",Action,2008
11518,The Last Guy,PlayStation (1-4),"(8, 9]",Action,2008
11519,N+,PSP/Vita,"(7, 8]",Platformer,2008
11520,Warhawk -- Operation: Fallen Star,PlayStation (1-4),"(8, 9]",Simulation,2008
11521,Rapala Fishing Frenzy 2009,PlayStation (1-4),"(2, 3]",Hunting,2008
11522,American McGee's Grimm: Godfather Death,PC,"(6, 7]",Adventure,2008
11523,Clu Clu Land,Wii (U),"(4, 5]",Action,2008
11525,Pole Position Remix,Mobile,"(4, 5]",Racing,2008
11526,Mega Man 9,Wii (U),"(8, 9]",Action,2008
11527,Drawn to Life: SpongeBob SquarePants Edition,DS/3DS/DSi,"(7, 8]",Action,2008
11528,Mega Man 9,"Xbox (360,One)","(8, 9]",Action,2008
11529,Mega Man 9,PlayStation (1-4),"(8, 9]",Action,2008
11530,American McGee's Grimm: Beauty and the Beast,PC,"(6, 7]",Adventure,2008
11531,Domino Master,"Xbox (360,One)","(4, 5]",Board,2008
11533,Prison Tycoon 4: SuperMax,PC,"(2, 3]",Simulation,2008
11534,de Blob,Wii (U),"(8, 9]",Platformer,2008
11535,Line Rider,Mobile,"(6, 7]",Puzzle,2008
11536,Sid Meier's Civilization IV: Colonization,PC,"(8, 9]",Strategy,2008
11537,SimCity Creator,Wii (U),"(5, 6]",Simulation,2008
11538,Brothers in Arms: Hell's Highway (Limited Edition),PlayStation (1-4),"(7, 8]",Shooter,2008
11539,Carnival Games,DS/3DS/DSi,"(6, 7]",Party,2008
11540,WipEout HD,PlayStation (1-4),"(8, 9]",Racing,2008
11542,LEGO Batman: The Videogame,PlayStation (1-4),"(7, 8]",Action,2008
11543,Star Wars: The Force Unleashed,Mobile,"(7, 8]",Action,2008
11544,Nikopol: Secrets of the Immortals,PC,"(8, 9]",Adventure,2008
11545,Dragon Quest IV: Chapters of the Chosen,DS/3DS/DSi,"(7, 8]",RPG,2008
11548,Feeding Frenzy 2: Shipwreck Showdown,"Xbox (360,One)","(6, 7]",Puzzle,2008
11549,Yggdra Union: We'll Never Fight Alone,PSP/Vita,"(7, 8]",Strategy,2008
11550,Battle of Waterloo,Mobile,"(6, 7]",Strategy,2008
11551,Brothers in Arms: Hell's Highway (Limited Edition),"Xbox (360,One)","(7, 8]",Shooter,2008
11552,Rhapsody: A Musical Adventure,DS/3DS/DSi,"(6, 7]",RPG,2008
11553,Super Fantasy Zone,Wii (U),"(7, 8]",Shooter,2008
11556,Warriors Orochi 2,"Xbox (360,One)","(3, 4]",Action,2008
11557,Warriors Orochi 2,PlayStation (1-4),"(4, 5]",Action,2008
11558,Brothers in Arms: Hell's Highway,"Xbox (360,One)","(7, 8]",Shooter,2008
11559,Ducati Moto,DS/3DS/DSi,"(5, 6]",Racing,2008
11560,Brothers in Arms: Hell's Highway,PlayStation (1-4),"(7, 8]",Shooter,2008
11561,SingStar Pop Vol. 2,PlayStation (1-4),"(6, 7]",Music,2008
11562,Imperium Romanum: Emperor Expansion,PC,"(5, 6]",Simulation,2008
11563,Super Dodge Ball,Wii (U),"(8, 9]",Sports,2008
11564,Star Wars: The Force Unleashed,DS/3DS/DSi,"(6, 7]",Action,2008
11566,Battle Fantasia,"Xbox (360,One)","(6, 7]",Fighting,2008
11567,American McGee's Grimm: The Devil and His Three Golden Hairs,PC,"(6, 7]",Adventure,2008
11568,Mega Man 2,Wii (U),"(9, 10]",Action,2008
11569,Samba de Amigo,Wii (U),"(7, 8]",Music,2008
11570,Line Rider 2: Unbound,PC,"(7, 8]",Puzzle,2008
11571,Peggle Nights,PC,"(8, 9]",Puzzle,2008
11573,Duke Nukem 3D,"Xbox (360,One)","(8, 9]",Shooter,2008
11574,Dance Dance Revolution X,PlayStation (1-4),"(5, 6]",Music,2008
11575,LEGO Batman: The Videogame,PSP/Vita,"(7, 8]",Action,2008
11576,Sonic Chronicles: The Dark Brotherhood,DS/3DS/DSi,"(6, 7]",RPG,2008
11577,LEGO Batman: The Videogame,PlayStation (1-4),"(7, 8]",Action,2008
11578,Kirby Super Star Ultra,DS/3DS/DSi,"(7, 8]",Action,2008
11579,Armored Core for Answer,PlayStation (1-4),"(7, 8]",Action,2008
11580,Pain! Amusement Park,PlayStation (1-4),"(6, 7]",Action,2008
11581,Star Trigon,Mobile,"(6, 7]",Puzzle,2008
11582,Disgaea DS,DS/3DS/DSi,"(8, 9]",Strategy,2008
11583,Baja: Edge of Control,"Xbox (360,One)","(6, 7]",Racing,2008
11584,Chopper,Mobile,"(5, 6]",Simulation,2008
11585,Splatterhouse 2,Wii (U),"(5, 6]",Action,2008
11586,LEGO Batman: The Videogame,PC,"(7, 8]",Action,2008
11587,LEGO Batman: The Videogame,Wii (U),"(7, 8]",Action,2008
11588,Air Traffic Chaos,DS/3DS/DSi,"(6, 7]",Simulation,2008
11589,LEGO Batman: The Videogame,"Xbox (360,One)","(7, 8]",Action,2008
11590,Vectorman,Wii (U),"(8, 9]",Action,2008
11591,Armored Core for Answer,"Xbox (360,One)","(7, 8]",Action,2008
11593,Rapala Fishing Frenzy (Game & Rod and Reel),Wii (U),"(5, 6]",Hunting,2008
11594,Commando: Steel Disaster,DS/3DS/DSi,"(5, 6]",Action,2008
11595,Baja: Edge of Control,PlayStation (1-4),"(4, 5]",Racing,2008
11597,Wario Land: Shake It!,Wii (U),"(8, 9]",Platformer,2008
11598,ChartFight,Mobile,"(5, 6]",Board,2008
11599,4 Elements,PC,"(7, 8]",Puzzle,2008
11600,CellZenith,PC,"(5, 6]",Action,2008
11601,Line Rider 2: Unbound,Wii (U),"(7, 8]",Puzzle,2008
11602,Pop Cutie! Street Fashion Simulation,DS/3DS/DSi,"(7, 8]",Simulation,2008
11603,Fracture,"Xbox (360,One)","(5, 6]",Action,2008
11604,War World,"Xbox (360,One)","(4, 5]",Shooter,2008
11605,Fracture,PlayStation (1-4),"(5, 6]",Action,2008
11606,Pure,PC,"(8, 9]",Racing,2008
11608,SimCity Creator,DS/3DS/DSi,"(5, 6]",Simulation,2008
11609,Art of Fighting 2,Wii (U),"(4, 5]",Fighting,2008
11610,Kharkov: Disaster on the Donets,PC,"(7, 8]",Strategy,2008
11611,Cabela's Dangerous Hunts 2009,PlayStation (1-4),"(5, 6]",Hunting,2008
11612,Blitz: The League II,PlayStation (1-4),"(5, 6]",Sports,2008
11613,Crazy Mouse,"Xbox (360,One)","(2, 3]",Action,2008
11614,Shaky Summit,Mobile,"(4, 5]",Action,2008
11615,BioShock,PlayStation (1-4),"(9, 10]",Shooter,2008
11616,Operation Mania,PC,"(7, 8]",Strategy,2008
11617,Silent Hill: Homecoming,PlayStation (1-4),"(6, 7]",Adventure,2008
11618,Forza Motorsport 2 (Platinum Hits),"Xbox (360,One)","(8, 9]",Racing,2008
11619,King's Bounty: The Legend,PC,"(8, 9]",RPG,2008
11620,Samurai Shodown II,Wii (U),"(8, 9]",Fighting,2008
11621,Silent Hill: Homecoming,"Xbox (360,One)","(6, 7]",Adventure,2008
11622,Ford Racing Off Road,PC,"(3, 4]",Racing,2008
11624,Super Turrican 2,Wii (U),"(7, 8]",Action,2008
11625,Unsolved Crimes,DS/3DS/DSi,"(6, 7]",Adventure,2008
11626,FIFA Soccer 09,PlayStation (1-4),"(8, 9]",Sports,2008
11627,Puzzle Quest: Challenge of the Warlords,PlayStation (1-4),"(9, 10]",Puzzle,2008
11628,FIFA Soccer 09,"Xbox (360,One)","(8, 9]",Sports,2008
11629,Animal Paradise,DS/3DS/DSi,"(4, 5]",Simulation,2008
11630,Beat'n Groovy,"Xbox (360,One)","(1, 2]",Music,2008
11631,Rebel Raiders: Operation NightHawk,Wii (U),"(3, 4]",Simulation,2008
11632,Dark Horizon,PC,"(5, 6]",Action,2008
11633,Bomberman Blast,Wii (U),"(8, 9]",Action,2008
11634,Art Style: Orbient,Wii (U),"(8, 9]",Action,2008
11635,Bugdom II,Mobile,"(7, 8]",Action,2008
11636,SingStar Country,PlayStation (1-4),"(7, 8]",Music,2008
11637,SingStar Legends,PlayStation (1-4),"(7, 8]",Music,2008
11638,Crash: Mind Over Mutant,Wii (U),"(6, 7]",Platformer,2008
11639,Street Fighter II: Special Champion Edition,Wii (U),"(6, 7]",Fighting,2008
11640,Art Style: Cubello,Wii (U),"(7, 8]",Action,2008
11641,NBA Live 09 All-Play,Wii (U),"(5, 6]",Sports,2008
11642,SingStar Vol. 2 (Game Only Edition),PlayStation (1-4),"(7, 8]",Music,2008
11643,World War II: Road to Victory,PC,"(5, 6]",Strategy,2008
11644,Rain Drops,DS/3DS/DSi,"(4, 5]",Action,2008
11645,Action Blox,Mobile,"(6, 7]",Action,2008
11646,LittleBigPlanet,PlayStation (1-4),"(9, 10]",Platformer,2008
11649,FIFA Soccer 09,PlayStation (1-4),"(7, 8]",Sports,2008
11650,So Blonde,PC,"(6, 7]",Adventure,2008
11652,Kroll,Mobile,"(6, 7]",Platformer,2008
11653,NBA '09: The Inside,PlayStation (1-4),"(6, 7]",Sports,2008
11654,Mouse About,Mobile,"(7, 8]",Puzzle,2008
11655,Brothers in Arms: Hell's Highway (Limited Edition),PC,"(7, 8]",Shooter,2008
11656,NBA Live 09,"Xbox (360,One)","(6, 7]",Sports,2008
11657,Shining Force II,Wii (U),"(8, 9]",RPG,2008
11658,Secret of Mana,Wii (U),"(8, 9]",Action,2008
11659,World of Goo,Wii (U),"(9, 10]",Puzzle,2008
11660,Dead Space,"Xbox (360,One)","(8, 9]",Action,2008
11661,Dead Space,PlayStation (1-4),"(8, 9]",Action,2008
11662,Supersonic Acrobatic Rocket-Powered Battle-Cars,PlayStation (1-4),"(6, 7]",Sports,2008
11663,Raging Thunder,Mobile,"(5, 6]",Racing,2008
11664,B-Boy,PSP/Vita,"(3, 4]",Music,2008
11665,Rock Band 2 (Special Edition),PlayStation (1-4),"(8, 9]",Music,2008
11666,Tank Universal,PC,"(6, 7]",Action,2008
11667,Rock Band 2 (Special Edition),"Xbox (360,One)","(8, 9]",Music,2008
11668,Pipe Mania,PC,"(6, 7]",Puzzle,2008
11670,NBA Live 09,PlayStation (1-4),"(6, 7]",Sports,2008
11671,Brothers in Arms: Double Time,Wii (U),"(2, 3]",Shooter,2008
11672,Spectrobes: Beyond The Portals,DS/3DS/DSi,"(7, 8]",Action,2008
11673,Brothers in Arms: Hell's Highway,PC,"(7, 8]",Shooter,2008
11674,Harvest Moon: Tree of Tranquility,Wii (U),"(6, 7]",Adventure,2008
11675,Flick Sports: Bowling,Mobile,"(2, 3]",Sports,2008
11676,NBA 2K9,"Xbox (360,One)","(8, 9]",Sports,2008
11677,Super Breakout,Mobile,"(6, 7]",Action,2008
11678,Missile Command [1980],Mobile,"(7, 8]",Action,2008
11679,My Little Pony: Pinkie Pie's Party,DS/3DS/DSi,"(5, 6]",Adventure,2008
11680,Warhammer Online: Age of Reckoning (Collector's Edition),PC,"(8, 9]",RPG,2008
11681,Saints Row 2,PlayStation (1-4),"(8, 9]",Action,2008
11682,Saints Row 2,"Xbox (360,One)","(8, 9]",Action,2008
11683,MotorStorm: Pacific Rift,PlayStation (1-4),"(8, 9]",Racing,2008
11684,Smart Girl's Party Game,DS/3DS/DSi,"(7, 8]",Party,2008
11685,LEGO Batman: The Videogame,DS/3DS/DSi,"(7, 8]",Action,2008
11686,Golden Axe: Beast Rider,PlayStation (1-4),"(3, 4]",Action,2008
11687,FIFA Soccer 09,PSP/Vita,"(8, 9]",Sports,2008
11688,Golden Axe: Beast Rider,"Xbox (360,One)","(3, 4]",Action,2008
11689,Dinosaur King,DS/3DS/DSi,"(6, 7]",Strategy,2008
11690,Tiger Woods PGA Tour 09,PlayStation (1-4),"(5, 6]",Sports,2008
11691,Geon,PlayStation (1-4),"(7, 8]",Puzzle,2008
11692,Reign of Swords,Mobile,"(8, 9]",Strategy,2008
11693,Mario Golf,Wii (U),"(7, 8]",Sports,2008
11694,NBA 2K9,PlayStation (1-4),"(8, 9]",Sports,2008
11696,Fleck,Mobile,"(7, 8]",Puzzle,2008
11697,IQ boost,Mobile,"(7, 8]",Puzzle,2008
11698,Midnight Bowling,Wii (U),"(4, 5]",Sports,2008
11700,Bleach: Dark Souls,DS/3DS/DSi,"(8, 9]",Fighting,2008
